local_id	search_term	review	similarity	concept_id	concept_name	occurrence				
XFOOR	XR Foot Rt	0	0.396977311	3048190	XR Foot Harris	22853				
XFOOR	XR Foot Rt	0	0.374456758	3050873	XR Foot 3 Views	22853				
XFOOR	XR Foot Rt	0	0.225403331	3010431	MR Foot	22853				
XFOOL	XR Foot Lt	0	0.528595479	3050473	XR Foot AP	21828				
XFOOL	XR Foot Lt	1	0.422649731	3021549	XR Foot Views	21828				
XFOOL	XR Foot Lt	0	0.396977311	3048190	XR Foot Harris	21828				
XFOOL	XR Foot Lt	0	0.374456758	3047572	XR Foot Oblique	21828				
XFOOL	XR Foot Lt	0	0.374456758	3050873	XR Foot 3 Views	21828				
UODNU	US Obstetric Nuchal Dating Scan	0	0.16062794	36304866	Obstetrics Note	20530				
MSKUH	MRI Head	0	0.122941981	3004287	CT Head	20459				
MSKUH	MRI Head	0	0.122941981	3004479	US Head	20459				
XMAMB	XR Mammogram	0	0.111476683	3048011	XR Hip AP	20365				
XMAMB	XR Mammogram	0	0.105572809	3050473	XR Foot AP	20365				
XMAMB	XR Mammogram	0	0.105572809	3050480	XR Hand PA	20365				
XMAMB	XR Mammogram	0	0.105572809	3050278	XR Knee AP	20365				
XMAMB	XR Mammogram	0	0.105572809	3031125	XR Neck AP	20365				
CCHAPC	CT Thoraxt/Abdo/Pelvis with Contras	0	0.230199641	3035568	CT Pelvis WO contrast	20072				
CCHAPC	CT Thoraxt/Abdo/Pelvis with Contras	1	0.220806278	3019625	CT Pelvis W contrast IV	20072				
CCHAPC	CT Thoraxt/Abdo/Pelvis with Contras	0	0.11359474	3014964	CT Pelvis	20072				
CCHAPC	CT Thoraxt/Abdo/Pelvis with Contras	0	0.102850041	3047786	CT Thigh	20072				
XSHRR	XR Shoulder Rt	0	0.653589838	3050863	XR Shoulder Y	19705				
XSHRR	XR Shoulder Rt	0	0.60776773	3052740	XR Shoulder AP	19705				
XSHRR	XR Shoulder Rt	1	0.508696316	3007342	XR Shoulder Views	19705				
XSHRR	XR Shoulder Rt	0	0.508696316	3047842	XR Shoulder Garth	19705				
XSHRR	XR Shoulder Rt	0	0.483602221	3047928	XR Shoulder Outlet	19705				
XANKR	XR Ankle Rt	0	0.552786405	3047457	XR Ankle AP	19222				
XANKR	XR Ankle Rt	1	0.448322716	3004662	XR Ankle Views	19222				
XANKR	XR Ankle Rt	0	0.4	3047629	XR Ankle 3 Views	19222				
XANKR	XR Ankle Rt	0	0.4	3017815	XR Ankle 2 Views	19222				
XANKR	XR Ankle Rt	0	0.272393125	3026800	MR Ankle	19222				
XHIPR	XR Hip Rt	0	0.5	3048011	XR Hip AP	18942				
XHIPR	XR Hip Rt	0	0.393023021	3049290	XR Hip Judet	18942				
XHIPR	XR Hip Rt	1	0.393023021	3016057	XR Hip Views	18942				
XHIPR	XR Hip Rt	0	0.345346329	3047540	XR Hip 2 Views	18942				
XHIPR	XR Hip Rt	0	0.167949706	3047762	MR Hip	18942				
XDEXA	Bone Densitometry DEXA	0	0.142507074	3031133	Optometry Note	18757				
XDEXA	Bone Densitometry DEXA	0	0.121689934	42527982	Bone age method	18757				
UPELA	US Pelvis (Transabdominal)	1	0.282259437	3000777	US Pelvis	17976				
UPELA	US Pelvis (Transabdominal)	0	0.277684881	3018554	US Pelvis transvaginal	17976				
UPELA	US Pelvis (Transabdominal)	0	0.25101695	3052751	US Pelvis limited	17976				
UPELA	US Pelvis (Transabdominal)	0	0.133974596	3053103	US Penis	17976				
UPELA	US Pelvis (Transabdominal)	0	0.12961172	3021689	MR Pelvis	17976				
XANKL	XR Ankle Lt	0	0.552786405	3047457	XR Ankle AP	17957				
XANKL	XR Ankle Lt	0	0.470849738	3050541	XR Ankle Lateral	17957				
XANKL	XR Ankle Lt	1	0.448322716	3004662	XR Ankle Views	17957				
XANKL	XR Ankle Lt	0	0.4	3017815	XR Ankle 2 Views	17957				
XANKL	XR Ankle Lt	0	0.272393125	3026800	MR Ankle	17957				
XWRIL	XR Wrist Lt	0	0.552786405	3048120	XR Wrist PA	17571				
XWRIL	XR Wrist Lt	0	0.470849738	3047625	XR Wrist Lateral	17571				
XWRIL	XR Wrist Lt	1	0.448322716	3025667	XR Wrist Views	17571				
XWRIL	XR Wrist Lt	0	0.4	3047595	XR Wrist 6 Views	17571				
XWRIL	XR Wrist Lt	0	0.272393125	3017838	MR Wrist	17571				
UPELD	US Pelvis (Transanal \T\ Transvagin	1	0.412246186	3018554	US Pelvis transvaginal	17494				
UPELD	US Pelvis (Transanal \T\ Transvagin	0	0.213204208	3000777	US Pelvis	17494				
UPELD	US Pelvis (Transanal \T\ Transvagin	0	0.2	3052751	US Pelvis limited	17494				
UPELD	US Pelvis (Transanal \T\ Transvagin	0	0.102850041	3053103	US Penis	17494				
UPELD	US Pelvis (Transanal \T\ Transvagin	0	0.100264589	3021689	MR Pelvis	17494				
XSHRL	XR Shoulder Lt	0	0.653589838	3050863	XR Shoulder Y	17208				
XSHRL	XR Shoulder Lt	0	0.60776773	3052740	XR Shoulder AP	17208				
XSHRL	XR Shoulder Lt	1	0.508696316	3007342	XR Shoulder Views	17208				
XSHRL	XR Shoulder Lt	0	0.508696316	3047842	XR Shoulder Garth	17208				
XSHRL	XR Shoulder Lt	0	0.483602221	3047928	XR Shoulder Outlet	17208				
XHANR	XR Hand Rt	0	0.528595479	3050480	XR Hand PA	17198				
XHANR	XR Hand Rt	1	0.422649731	3025885	XR Hand Views	17198				
XHANR	XR Hand Rt	0	0.374456758	3019265	XR Hand 3 Views	17198				
XHANR	XR Hand Rt	0	0.374456758	3022809	XR Hand 2 Views	17198				
XHANR	XR Hand Rt	0	0.225403331	3009406	MR Hand	17198				
XCSPN	XR Cervical Spine	0	0.707229978	3006205	XR Cervical spine AP	16647				
XCSPN	XR Cervical Spine	1	0.602640293	3023423	XR Cervical spine Views	16647				
XCSPN	XR Cervical Spine	0	0.566987298	3009302	MR Cervical spine	16647				
XCSPN	XR Cervical Spine	0	0.552786405	3048060	XR Cervical spine 4 Views	16647				
XCSPN	XR Cervical Spine	0	0.552786405	3032285	XR Cervical spine 6 Views	16647				
XWRIR	XR Wrist Rt	0	0.552786405	3048120	XR Wrist PA	16477				
XWRIR	XR Wrist Rt	1	0.448322716	3025667	XR Wrist Views	16477				
XWRIR	XR Wrist Rt	0	0.4	3047595	XR Wrist 6 Views	16477				
XWRIR	XR Wrist Rt	0	0.4	3047625	XR Wrist Lateral	16477				
XWRIR	XR Wrist Rt	0	0.272393125	3017838	MR Wrist	16477				
XHIPL	XR Hip Lt	0	0.5	3048011	XR Hip AP	16416				
XHIPL	XR Hip Lt	0	0.422649731	3052484	XR Hip Lateral	16416				
XHIPL	XR Hip Lt	1	0.393023021	3016057	XR Hip Views	16416				
XHIPL	XR Hip Lt	0	0.393023021	3049290	XR Hip Judet	16416				
XHIPL	XR Hip Lt	0	0.345346329	3050563	XR Hip Oblique	16416				
UOFG	US Obstetric fetal growth	0	0.188892894	36304866	Obstetrics Note	16350				
UOFG	US Obstetric fetal growth	0	0.10197349	40771909	US Ovary	16350				
UPETV	US Pelvis (Transvaginal)	1	0.547732983	3018554	US Pelvis transvaginal	13741				
UPETV	US Pelvis (Transvaginal)	0	0.304391656	3000777	US Pelvis	13741				
UPETV	US Pelvis (Transvaginal)	0	0.266200614	3052751	US Pelvis limited	13741				
UPETV	US Pelvis (Transvaginal)	0	0.143651161	3053103	US Penis	13741				
UPETV	US Pelvis (Transvaginal)	0	0.138643231	3014964	CT Pelvis	13741				
UURTR	US Urinary Tract	1	0.399074787	3039521	US Genitourinary tract	13573				
UURTR	US Urinary Tract	0	0.387627564	3014927	US Urinary bladder	13573				
UURTR	US Urinary Tract	0	0.105572809	3008991	US Hip	13573				
UURTR	US Urinary Tract	0	0.100264589	3006984	US Anus	13573				
UURTR	US Urinary Tract	0	0.100264589	3004062	US Neck	13573				
MLSPN	MRI Spine Lumbar/Sacral	1	0.21826404	3012445	MR Lumbar spine	13076				
MLSPN	MRI Spine Lumbar/Sacral	0	0.199359231	3009561	XR Lumbar spine AP	13076				
MLSPN	MRI Spine Lumbar/Sacral	0	0.183503419	3023673	CT Lumbar spine	13076				
MLSPN	MRI Spine Lumbar/Sacral	0	0.183503419	40771912	US Lumbar spine	13076				
CABPEC	CT Abdomen and pelvis with contrast	0	0.59175171	3047921	CT Abdomen and Pelvis WO contrast	13002				
CABPEC	CT Abdomen and pelvis with contrast	1	0.562762684	3047782	CT Abdomen and Pelvis W contrast IV	13002				
CABPEC	CT Abdomen and pelvis with contrast	0	0.490824923	3046366	CT Abdomen and Pelvis	13002				
CABPEC	CT Abdomen and pelvis with contrast	0	0.483602221	3031563	CT Abdomen and Pelvis WO and W contrast IV	13002				
CABPEC	CT Abdomen and pelvis with contrast	0	0.339421741	3049940	CT Abdomen WO contrast	13002				
CCAPC	CT Chest/Abdo/Pelvis/ With Contrast	0	0.273156216	3018999	CT Chest WO contrast	11804				
CCAPC	CT Chest/Abdo/Pelvis/ With Contrast	1	0.261451054	3013610	CT Chest W contrast IV	11804				
CCAPC	CT Chest/Abdo/Pelvis/ With Contrast	0	0.206507952	3035568	CT Pelvis WO contrast	11804				
CCAPC	CT Chest/Abdo/Pelvis/ With Contrast	0	0.188497329	3027941	CT Chest	11804				
CCAPC	CT Chest/Abdo/Pelvis/ With Contrast	0	0.11359474	3014964	CT Pelvis	11804				
UPELV	US Pelvis	1	1	3000777	US Pelvis	11639				
UPELV	US Pelvis	0	0.422649731	3052751	US Pelvis limited	11639				
UPELV	US Pelvis	0	0.316869949	3053103	US Penis	11639				
UPELV	US Pelvis	0	0.292893219	3014964	CT Pelvis	11639				
UPELV	US Pelvis	0	0.292893219	3021689	MR Pelvis	11639				
XHANL	XR Hand Lt	0	0.528595479	3050480	XR Hand PA	11273				
XHANL	XR Hand Lt	0	0.448322716	3050277	XR Hand Lateral	11273				
XHANL	XR Hand Lt	1	0.422649731	3025885	XR Hand Views	11273				
XHANL	XR Hand Lt	0	0.374456758	3022809	XR Hand 2 Views	11273				
XHANL	XR Hand Lt	0	0.225403331	3009406	MR Hand	11273				
UFGRN	US Obstetric Foetal Growth Non Rout	0	0.146087436	36304866	Obstetrics Note	10806				
UMAML	US Breast Lt	0	0.602640293	3011756	US Breast	10024				
UMAML	US Breast Lt	0	0.490824923	3017603	US Breast limited	10024				
UMAML	US Breast Lt	1	0.445299804	3006495	US Breast - left	10024				
UMAML	US Breast Lt	0	0.422649731	3022956	US Breast - right	10024				
UMAML	US Breast Lt	0	0.402385695	3015369	US Breast specimen	10024				
UTEST	US Testes	0	0.292893219	3040403	US Tendon	9961				
UTEST	US Testes	0	0.167949706	3008991	US Hip	9961				
UTEST	US Testes	0	0.154845745	3006984	US Anus	9961				
UTEST	US Testes	0	0.154845745	3004479	US Head	9961				
UTEST	US Testes	0	0.154845745	3004062	US Neck	9961				
XTSPN	XR Thoracic Spine	0	0.707229978	3015312	XR Thoracic spine AP	9794				
XTSPN	XR Thoracic Spine	1	0.602640293	3018634	XR Thoracic spine Views	9794				
XTSPN	XR Thoracic Spine	0	0.566987298	3014004	MR Thoracic spine	9794				
XTSPN	XR Thoracic Spine	0	0.552786405	3000868	XR Thoracic spine Lateral	9794				
XTSPN	XR Thoracic Spine	0	0.552786405	3002338	XR Thoracic spine Oblique	9794				
UMAMR	US Breast Rt	0	0.602640293	3011756	US Breast	9222				
UMAMR	US Breast Rt	0	0.445299804	3006495	US Breast - left	9222				
UMAMR	US Breast Rt	0	0.422649731	3017603	US Breast limited	9222				
UMAMR	US Breast Rt	1	0.422649731	3022956	US Breast - right	9222				
UMAMR	US Breast Rt	0	0.402385695	3015369	US Breast specimen	9222				
XKNEB	XR Knees	0	0.5	3050278	XR Knee AP	9055				
XKNEB	XR Knees	1	0.393023021	3018468	XR Knee Views	9055				
XKNEB	XR Knees	0	0.367544468	3011606	XR Knee Tunnel	9055				
XKNEB	XR Knees	0	0.367544468	3049625	XR Knee Laurin	9055				
XKNEB	XR Knees	0	0.266200614	3005648	MR Knee	9055				
CAPUG	CT Angiogram Pulmonary	1	0.248932384	3046398	CT Pulmonary system	8803				
CAPUG	CT Angiogram Pulmonary	0	0.214094752	3031432	Pulmonary Note	8803				
CAPUG	CT Angiogram Pulmonary	0	0.154845745	3051515	CT Ankle	8803				
XHANB	XR Hands	0	0.5	3050480	XR Hand PA	8391				
XHANB	XR Hands	1	0.393023021	3025885	XR Hand Views	8391				
XHANB	XR Hands	0	0.345346329	3022809	XR Hand 2 Views	8391				
XHANB	XR Hands	0	0.345346329	3019265	XR Hand 3 Views	8391				
XHANB	XR Hands	0	0.266200614	3009406	MR Hand	8391				
XHIPB	XR Hips	0	0.465477516	3048011	XR Hip AP	7813				
XHIPB	XR Hips	0	0.358311052	3049290	XR Hip Judet	7813				
XHIPB	XR Hips	1	0.358311052	3016057	XR Hip Views	7813				
XHIPB	XR Hips	0	0.202275965	3047762	MR Hip	7813				
UODAT	US Obstetric Dating Scan	0	0.194612734	36304866	Obstetrics Note	7812				
UODAT	US Obstetric Dating Scan	0	0.105572809	40771909	US Ovary	7812				
UABPE	US Abdomen and Pelvis	0	0.552786405	3046366	CT Abdomen and Pelvis	7566				
UABPE	US Abdomen and Pelvis	?	0.384118238	3014650	US Abdomen	7566				
UABPE	US Abdomen and Pelvis	0	0.372354086	3015868	US Abdomen RUQ	7566				
UABPE	US Abdomen and Pelvis	0	0.322165611	3009344	US Abdomen limited	7566				
UABPE	US Abdomen and Pelvis	?	0.220806278	3000777	US Pelvis	7566				
UDAVY	US Obstetric Dating Scan Viability	0	0.149468251	36304866	Obstetrics Note	7309				
CABPC	CT Abdomen/Pelvis With Contrast	0	0.377828983	3047921	CT Abdomen and Pelvis WO contrast	7094				
CABPC	CT Abdomen/Pelvis With Contrast	1	0.362622561	3047782	CT Abdomen and Pelvis W contrast IV	7094				
CABPC	CT Abdomen/Pelvis With Contrast	0	0.343210423	3049940	CT Abdomen WO contrast	7094				
CABPC	CT Abdomen/Pelvis With Contrast	0	0.327073415	21492176	CT Abdomen W contrast IV	7094				
CABPC	CT Abdomen/Pelvis With Contrast	0	0.266200614	3032013	CT Abdomen	7094				
XELBR	XR Elbow Rt	1	0.448322716	3018003	XR Elbow Views	7036				
XELBR	XR Elbow Rt	0	0.448322716	3049569	XR Elbow Jones	7036				
XELBR	XR Elbow Rt	0	0.4	3050519	XR Elbow 3 Views	7036				
XELBR	XR Elbow Rt	0	0.4	3049007	XR Elbow 2 Views	7036				
XELBR	XR Elbow Rt	0	0.272393125	3011971	MR Elbow	7036				
XELBL	XR Elbow Lt	1	0.448322716	3018003	XR Elbow Views	6968				
XELBL	XR Elbow Lt	0	0.448322716	3049569	XR Elbow Jones	6968				
XELBL	XR Elbow Lt	0	0.4	3050519	XR Elbow 3 Views	6968				
XELBL	XR Elbow Lt	0	0.4	3049007	XR Elbow 2 Views	6968				
XELBL	XR Elbow Lt	0	0.272393125	3011971	MR Elbow	6968				
MCSPN	MRI Spine Cervical	1	0.325800138	3009302	MR Cervical spine	6826				
MCSPN	MRI Spine Cervical	0	0.292893219	3006205	XR Cervical spine AP	6826				
MCSPN	MRI Spine Cervical	0	0.282259437	3027189	CT Cervical spine	6826				
MCSPN	MRI Spine Cervical	0	0.282259437	42869394	US Cervical spine	6826				
ULLVL	US Doppler Veins Leg Lt	1	0.333333333	3038373	US.doppler Vein	6540				
ULLVL	US Doppler Veins Leg Lt	0	0.232052352	3042056	US.doppler Vessels	6540				
ULLVL	US Doppler Veins Leg Lt	0	0.133974596	3042635	US Vein	6540				
CVCOY	CT Colonoscopy (Virtual)	0	0.105572809	3027941	CT Chest	6437				
XFOOB	XR Feet	0	0.292893219	3052764	XR Femur AP	5947				
XFOOB	XR Feet	0	0.23911409	3010342	XR Femur Views	5947				
XFOOB	XR Feet	1	0.225403331	3050473	XR Foot AP	5947				
XFOOB	XR Feet	0	0.154845745	3048011	XR Hip AP	5947				
XFOOB	XR Feet	0	0.143651161	3031125	XR Neck AP	5947				
ULLVR	US Doppler Veins Leg Rt	1	0.333333333	3038373	US.doppler Vein	5679				
ULLVR	US Doppler Veins Leg Rt	0	0.232052352	3042056	US.doppler Vessels	5679				
ULLVR	US Doppler Veins Leg Rt	0	0.133974596	3042635	US Vein	5679				
NULL	Barium Swallow	0	NULL	NULL	NULL	5353				
UKIDB	US Kidneys	1	0.757464375	3050272	US Kidney	5137				
UKIDB	US Kidneys	0	0.422649731	3050231	US Kidney - left	5137				
UKIDB	US Kidneys	0	0.4	3049309	US Kidney limited	5137				
UKIDB	US Kidneys	0	0.4	3053134	US Kidney - right	5137				
UKIDB	US Kidneys	0	0.272393125	3048382	MR Kidney	5137				
XTHUR	XR Thumb Rt	0	0.552786405	3049612	XR Thumb AP	4907				
XTHUR	XR Thumb Rt	1	0.448322716	3034511	XR Thumb Views	4907				
XTHUR	XR Thumb Rt	0	0.4	3050482	XR Thumb 3 Views	4907				
XTHUR	XR Thumb Rt	0	0.4	3047947	XR Thumb Oblique	4907				
XTHUR	XR Thumb Rt	0	0.4	3047454	XR Thumb Lateral	4907				
UAORT	US Abdominal Aorta	1	1	40771797	US Abdominal Aorta	4728				
UAORT	US Abdominal Aorta	0	0.51492875	3050490	CT Abdominal Aorta	4728				
UAORT	US Abdominal Aorta	0	0.51492875	3051842	MR Abdominal Aorta	4728				
UAORT	US Abdominal Aorta	0	0.477767032	3040087	US Abdominal wall	4728				
UAORT	US Abdominal Aorta	0	0.32063378	3014650	US Abdomen	4728				
XSCAR	XR Scaphoid Rt	0	0.292893219	3047451	XR Scapula Y	4385				
XSCAR	XR Scaphoid Rt	0	0.278889745	3044543	XR Scapula AP	4385				
XSCAR	XR Scaphoid Rt	0	0.244071054	3014736	XR Scapula Views	4385				
XSCAR	XR Scaphoid Rt	0	0.147197135	3049003	MR Scapula	4385				
XSCAR	XR Scaphoid Rt	0	0.100264589	3048011	XR Hip AP	4385				
XTHUL	XR Thumb Lt	1	0.552786405	3049612	XR Thumb AP	4284				
XTHUL	XR Thumb Lt	0	0.470849738	3047454	XR Thumb Lateral	4284				
XTHUL	XR Thumb Lt	0	0.448322716	3034511	XR Thumb Views	4284				
XTHUL	XR Thumb Lt	0	0.4	3047947	XR Thumb Oblique	4284				
XTHUL	XR Thumb Lt	0	0.4	3050482	XR Thumb 3 Views	4284				
MTSPN	MRI Spine Thoracic	1	0.325800138	3014004	MR Thoracic spine	4219				
MTSPN	MRI Spine Thoracic	0	0.292893219	3015312	XR Thoracic spine AP	4219				
MTSPN	MRI Spine Thoracic	0	0.282259437	3018269	CT Thoracic spine	4219				
MTSPN	MRI Spine Thoracic	0	0.282259437	42869395	US Thoracic spine	4219				
CHRC	CT Chest high resolution	1	0.269703257	3027941	CT Chest	4215				
CHRC	CT Chest high resolution	0	0.23911409	3049252	CT Chest limited	4215				
CHRC	CT Chest high resolution	0	0.105572809	3010716	MR Chest	4215				
CHRC	CT Chest high resolution	0	0.105572809	3026631	US Chest	4215				
XSCAL	XR Scaphoid Lt	0	0.292893219	3047451	XR Scapula Y	4187				
XSCAL	XR Scaphoid Lt	0	0.278889745	3044543	XR Scapula AP	4187				
XSCAL	XR Scaphoid Lt	0	0.244071054	3014736	XR Scapula Views	4187				
XSCAL	XR Scaphoid Lt	0	0.147197135	3049003	MR Scapula	4187				
XSCAL	XR Scaphoid Lt	0	0.100264589	3048011	XR Hip AP	4187				
XLOLR	XR Tibia/Fibula (Lower Leg) Rt	0	0.238422689	3048127	XR Tibia and Fibula AP	4070				
XLOLR	XR Tibia/Fibula (Lower Leg) Rt	1	0.22297131	3019704	XR Tibia and Fibula Views	4070				
XLOLR	XR Tibia/Fibula (Lower Leg) Rt	0	0.148530682	3035690	MR Lower leg	4070				
XLOLR	XR Tibia/Fibula (Lower Leg) Rt	0	0.148530682	3047495	CT Lower leg	4070				
XLOLL	XR Tibia/Fibula (Lower Leg) Lt	0	0.238422689	3048127	XR Tibia and Fibula AP	4027				
XLOLL	XR Tibia/Fibula (Lower Leg) Lt	1	0.22297131	3019704	XR Tibia and Fibula Views	4027				
XLOLL	XR Tibia/Fibula (Lower Leg) Lt	0	0.148530682	3035690	MR Lower leg	4027				
XLOLL	XR Tibia/Fibula (Lower Leg) Lt	0	0.148530682	3047495	CT Lower leg	4027				
UOEPV	US Obstetric (Early Pregnancy)	0	0.16473093	36304866	Obstetrics Note	4014				
UOEPV	US Obstetric (Early Pregnancy)	0	0.16062794	42528957	Pregnancy status	4014				
UNECK	US Neck	1	1	3004062	US Neck	3984				
UNECK	US Neck	0	0.202275965	3008991	US Hip	3984				
UNECK	US Neck	0	0.183503419	3004479	US Head	3984				
UNECK	US Neck	0	0.183503419	3006984	US Anus	3984				
UNECK	US Neck	0	0.183503419	3026809	MR Neck	3984				
XOPTG	Orthopantomogram	0	0.12011731	3048685	XR tomography Hip	3939				
XOPTG	Orthopantomogram	0	0.116116524	3048208	XR tomography Foot	3939				
XOPTG	Orthopantomogram	0	0.116116524	3050292	XR tomography Hand	3939				
XOPTG	Orthopantomogram	0	0.116116524	3050179	XR tomography Knee	3939				
UINGU	US Groin/Inguinal Region	1	0.269703257	3003845	US Groin	3851				
FALHC	Cardiac Angio  LV \T\ Coronary	0	0.179348193	40770120	Cardiac arrest NEMSIS	3787				
FALHC	Cardiac Angio  LV \T\ Coronary	0	0.178770066	40761361	Cardiac enzymes	3787				
FALHC	Cardiac Angio  LV \T\ Coronary	0	0.154845745	40770137	Cardiac rhythm NEMSIS	3787				
UDCAB	US Doppler carotid artery Both	1	0.444040551	3032855	US.doppler Carotid arteries	3713				
UDCAB	US Doppler carotid artery Both	0	0.377828983	3038853	US.doppler Carotid arteries - left	3713				
UDCAB	US Doppler carotid artery Both	0	0.377828983	3039566	US.doppler Carotid arteries -right	3713				
UDCAB	US Doppler carotid artery Both	0	0.370059212	21493924	US.doppler Carotid arteries limited	3713				
UDCAB	US Doppler carotid artery Both	0	0.315832545	3027750	US Carotid arteries	3713				
CKIDB	CT Renal	0	0.183503419	3047946	CT Hip	3696				
CKIDB	CT Renal	0	0.167949706	3048029	CT Knee	3696				
CKIDB	CT Renal	0	0.167949706	3047709	CT Neck	3696				
CKIDB	CT Renal	0	0.167949706	3048324	CT Hand	3696				
CKIDB	CT Renal	0	0.167949706	3043520	CT Bone	3696				
UHIPB	US Hips	1	0.698488655	3008991	US Hip	3638				
UHIPB	US Hips	0	0.333333333	3020713	US Hip - left	3638				
UHIPB	US Hips	0	0.292893219	3004479	US Head	3638				
UHIPB	US Hips	0	0.266200614	3033702	US Heart	3638				
UHIPB	US Hips	0	0.183503419	3004062	US Neck	3638				
CSINU	CT Sinuses	1	1	3011383	CT Sinuses	3488				
CSINU	CT Sinuses	0	0.445299804	3017832	CT Sinuses limited	3488				
CSINU	CT Sinuses	0	0.333333333	3004678	MR Sinuses	3488				
CSINU	CT Sinuses	0	0.154845745	3047946	CT Hip	3488				
CSINU	CT Sinuses	0	0.143651161	3048029	CT Knee	3488				
CAAAG	CT Angiogram Aorta	0	0.183503419	3051515	CT Ankle	3486				
XKUBL	"Kidneys, Ureters and Bladder"	1	0.105572809	3050272	US Kidney	3369				
XKUBL	"Kidneys, Ureters and Bladder"	0	0.105572809	3048382	MR Kidney	3369				
MMRCP	MRCP	0	0.133974596	3047762	MR Hip	3255				
MMRCP	MRCP	0	0.133974596	3051845	MR Toe	3255				
MMRCP	MRCP	0	0.118082896	3005648	MR Knee	3255				
MMRCP	MRCP	0	0.118082896	3009406	MR Hand	3255				
MMRCP	MRCP	0	0.118082896	3049340	MR Face	3255				
MIAMB	MRI Internal auditory meatus Both	1	0.351114315	3048647	MR Internal auditory canal	3248				
MIAMB	MRI Internal auditory meatus Both	0	0.324618366	3047537	CT Internal auditory canal	3248				
MIAMB	MRI Internal auditory meatus Both	0	0.298353585	3050203	MR Internal auditory canal limited	3248				
MIAMB	MRI Internal auditory meatus Both	0	0.287303355	3052458	XR Internal auditory canal Views	3248				
