sourceDomain	sourceId	sourceTerm	certainty	reviewStatus	omopDomainId	omopConceptId	omopConceptName	usedCount
urn:ordercomms:npi-synonym:from-code	MCSPN	MRI Spine Cervical	0.325800138	1	Measurement	3009302	MR Cervical spine	6826
urn:ordercomms:npi-synonym:from-code	ULLVL	US Doppler Veins Leg Lt	0.333333333	1	Measurement	3038373	US.doppler Vein	6540
urn:ordercomms:npi-synonym:from-code	XFOOB	XR Feet	0.225403331	1	Measurement	3050473	XR Foot AP	5947
urn:ordercomms:npi-synonym:from-code	ULLVR	US Doppler Veins Leg Rt	0.333333333	1	Measurement	3038373	US.doppler Vein	5679
urn:ordercomms:npi-synonym:from-code	UKIDB	US Kidneys	0.757464375	1	Measurement	3050272	US Kidney	5137
urn:ordercomms:npi-synonym:from-code	XTHUR	XR Thumb Rt	0.448322716	1	Measurement	3034511	XR Thumb Views	4907
urn:ordercomms:npi-synonym:from-code	UAORT	US Abdominal Aorta	1	1	Measurement	40771797	US Abdominal Aorta	4728
urn:ordercomms:npi-synonym:from-code	XTHUL	XR Thumb Lt	0.552786405	1	Measurement	3049612	XR Thumb AP	4284
urn:ordercomms:npi-synonym:from-code	MTSPN	MRI Spine Thoracic	0.325800138	1	Measurement	3014004	MR Thoracic spine	4219
urn:ordercomms:npi-synonym:from-code	CHRC	CT Chest high resolution	0.269703257	1	Measurement	3027941	CT Chest	4215
urn:ordercomms:npi-synonym:from-code	XLOLR	XR Tibia/Fibula (Lower Leg) Rt	0.22297131	1	Measurement	3019704	XR Tibia and Fibula Views	4070
urn:ordercomms:npi-synonym:from-code	XLOLL	XR Tibia/Fibula (Lower Leg) Lt	0.22297131	1	Measurement	3019704	XR Tibia and Fibula Views	4027
urn:ordercomms:npi-synonym:from-code	UNECK	US Neck	1	1	Measurement	3004062	US Neck	3984
urn:ordercomms:npi-synonym:from-code	UINGU	US Groin/Inguinal Region	0.269703257	1	Measurement	3003845	US Groin	3851
urn:ordercomms:npi-synonym:from-code	UDCAB	US Doppler carotid artery Both	0.444040551	1	Measurement	3032855	US.doppler Carotid arteries	3713
urn:ordercomms:npi-synonym:from-code	UHIPB	US Hips	0.698488655	1	Measurement	3008991	US Hip	3638
urn:ordercomms:npi-synonym:from-code	CSINU	CT Sinuses	1	1	Measurement	3011383	CT Sinuses	3488
urn:ordercomms:npi-synonym:from-code	XKUBL	"Kidneys, Ureters and Bladder"	0.105572809	1	Measurement	3050272	US Kidney	3369
urn:ordercomms:npi-synonym:from-code	MIAMB	MRI Internal auditory meatus Both	0.351114315	1	Measurement	3048647	MR Internal auditory canal	3248
urn:ordercomms:npi-synonym:from-code	UABDA	US Anterior Abdominal Wall	0.458998219	1	Measurement	3040087	US Abdominal wall	3209
urn:ordercomms:npi-synonym:from-code	XFARR	XR Radius/Ulna (Forearm) Rt	0.217539204	1	Measurement	3035555	XR Radius and Ulna Views	3073
urn:ordercomms:npi-synonym:from-code	XFARL	XR Radius/Ulna (Forearm) Lt	0.217539204	1	Measurement	3035555	XR Radius and Ulna Views	2979
urn:ordercomms:npi-synonym:from-code	UCARO	US Doppler Carotid Arteries	0.60776773	1	Measurement	3032855	US.doppler Carotid arteries	2826
urn:ordercomms:npi-synonym:from-code	CSKUHC	CT Head with contrast	0.429912287	1	Measurement	3002086	CT Head W contrast IV	2740
urn:ordercomms:npi-synonym:from-code	CCSPN	CT Spine Cervical	0.387627564	1	Measurement	3027189	CT Cervical spine	2712
urn:ordercomms:npi-synonym:from-code	XUPAL	XR Humerus (Upper Arm) Lt	0.30201756	1	Measurement	3007996	XR Humerus Views	2495
urn:ordercomms:npi-synonym:from-code	XFILR	XR Finger Little Rt	0.338562172	1	Measurement	3009895	XR Finger Views	2465
urn:ordercomms:npi-synonym:from-code	XUPAR	XR Humerus (Upper Arm) Rt	0.30201756	1	Measurement	3007996	XR Humerus Views	2409
urn:ordercomms:npi-synonym:from-code	XFILL	XR Finger Little Lt	0.338562172	1	Measurement	3009895	XR Finger Views	2396
urn:ordercomms:npi-synonym:from-code	NBONW	NM Bone Whole Body	0.323876596	1	Measurement	3031410	NM Whole body Views	2392
urn:ordercomms:npi-synonym:from-code	UAXIL	US axilla Left	0.5	1	Measurement	43055156	US Axilla - left	2260
urn:ordercomms:npi-synonym:from-code	XFIMR	XR Finger Middle Rt	0.338562172	1	Measurement	3009895	XR Finger Views	2240
urn:ordercomms:npi-synonym:from-code	UMAMB	US Breasts	0.757464375	1	Measurement	3011756	US Breast	2214
urn:ordercomms:npi-synonym:from-code	UTHYD	US Thyroid	0.5	1	Measurement	3001462	US Thyroid gland	2212
urn:ordercomms:npi-synonym:from-code	UAXIR	US axilla Right	0.516954108	1	Measurement	43055155	US Axilla - right	2174
urn:ordercomms:npi-synonym:from-code	XFIML	XR Finger Middle Lt	0.338562172	1	Measurement	3009895	XR Finger Views	2148
urn:ordercomms:npi-synonym:from-code	XFIRL	XR Finger Ring Lt	0.367544468	1	Measurement	3009895	XR Finger Views	1999
urn:ordercomms:npi-synonym:from-code	XFIRR	XR Finger Ring Rt	0.367544468	1	Measurement	3009895	XR Finger Views	1955
urn:ordercomms:npi-synonym:from-code	CABPE	CT Abdomen and Pelvis	1	1	Measurement	3046366	CT Abdomen and Pelvis	1910
urn:ordercomms:npi-synonym:from-code	CCHHR	CT Chest High Resolution	0.269703257	1	Measurement	3027941	CT Chest	1882
urn:ordercomms:npi-synonym:from-code	XFIIL	XR Finger Index Lt	0.352423874	1	Measurement	3009895	XR Finger Views	1880
urn:ordercomms:npi-synonym:from-code	CSKWC	CT Head With/Without Contrast	0.357315413	1	Measurement	3025779	CT Head WO contrast	1845
urn:ordercomms:npi-synonym:from-code	XTOGR	XR Toe Great Rt	0.215535459	1	Measurement	3035979	XR Toes Views	1841
urn:ordercomms:npi-synonym:from-code	UALLB	US Doppler Arteries Femoro-Poplitea	0.251668523	1	Measurement	3040895	US.doppler Artery	1810
urn:ordercomms:npi-synonym:from-code	XFIIR	XR Finger Index Rt	0.352423874	1	Measurement	3009895	XR Finger Views	1804
urn:ordercomms:npi-synonym:from-code	MKNER	MRI Knee Rt	0.170843802	1	Measurement	3005648	MR Knee	1793
urn:ordercomms:npi-synonym:from-code	CLSPN	CT Spine Lumbar	0.345346329	1	Measurement	3023673	CT Lumbar spine	1706
urn:ordercomms:npi-synonym:from-code	NCGENW	NM Whole body FDG PET CT	0.395141621	1	Measurement	3031410	NM Whole body Views	1666
urn:ordercomms:npi-synonym:from-code	MPEGY	MRI Pelvis Gynaecological	0.152208752	1	Measurement	3021689	MR Pelvis	1662
urn:ordercomms:npi-synonym:from-code	XCLAR	XR Clavicle Rt	0.508696316	1	Measurement	3038094	XR Clavicle Views	1626
urn:ordercomms:npi-synonym:from-code	UCHES	US Chest/Pleural Cavity	0.280805048	1	Measurement	3026631	US Chest	1625
urn:ordercomms:npi-synonym:from-code	MKNEL	MRI Knee Lt	0.170843802	1	Measurement	3005648	MR Knee	1622
urn:ordercomms:npi-synonym:from-code	UABRE	US Abdomen \T\ Renal Tract	0.314005659	1	Measurement	3014650	US Abdomen	1591
urn:ordercomms:npi-synonym:from-code	MPEST	MRI Pelvis Prostate	0.268074945	1	Measurement	3020781	MR Prostate	1582
urn:ordercomms:npi-synonym:from-code	XTOGL	XR Toe Great Lt	0.215535459	1	Measurement	3035979	XR Toes Views	1565
urn:ordercomms:npi-synonym:from-code	XPATH	XR Pathological Specimen	0.307781345	1	Measurement	43534050	XR Surgical specimen Views	1557
urn:ordercomms:npi-synonym:from-code	XFACI	XR Facial bones	0.579915975	1	Measurement	3025912	XR Facial bones Views	1550
urn:ordercomms:npi-synonym:from-code	CCHAC	CT Chest/Abdo With Contrast	0.315832545	1	Measurement	3013610	CT Chest W contrast IV	1524
urn:ordercomms:npi-synonym:from-code	XCLAL	XR Clavicle Lt	0.508696316	1	Measurement	3038094	XR Clavicle Views	1504
urn:ordercomms:npi-synonym:from-code	XFACE	XR Facial Bones	0.579915975	1	Measurement	3025912	XR Facial bones Views	1501
urn:ordercomms:npi-synonym:from-code	UMACLB	US Breast Core Biopsy Lt	0.27452375	1	Measurement	3006495	US Breast - left	1399
urn:ordercomms:npi-synonym:from-code	XMAND	XR Mandible	0.519615539	1	Measurement	3008740	XR Mandible Views	1365
urn:ordercomms:npi-synonym:from-code	UMACRB	US Breast Core Biopsy Rt	0.266200614	1	Measurement	3022956	US Breast - right	1359
urn:ordercomms:npi-synonym:from-code	UABDU	US Upper Abdomen	0.3229968	1	Measurement	3014650	US Abdomen	1346
urn:ordercomms:npi-synonym:from-code	UTHYR	US Thyroid	0.5	1	Measurement	3001462	US Thyroid gland	1249
urn:ordercomms:npi-synonym:from-code	XTHIR	XR Femur (Thigh) Rt	0.304391656	1	Measurement	3010342	XR Femur Views	1239
urn:ordercomms:npi-synonym:from-code	MNECKC	MRI Neck with contrast	0.284321915	1	Measurement	3017532	MR Neck W contrast IV	1234
urn:ordercomms:npi-synonym:from-code	XFEML	XR Femur Lt	0.448322716	1	Measurement	3010342	XR Femur Views	1168
urn:ordercomms:npi-synonym:from-code	ULLAL	US Doppler lower limb arteries Lt	0.196362437	1	Measurement	3040895	US.doppler Artery	1130
urn:ordercomms:npi-synonym:from-code	ULLAR	US Doppler lower limb arteries Rt	0.196362437	1	Measurement	3040895	US.doppler Artery	1122
urn:ordercomms:npi-synonym:from-code	XFEMR	XR Femur Rt	0.448322716	1	Measurement	3010342	XR Femur Views	1103
urn:ordercomms:npi-synonym:from-code	MNECK	MRI Neck	0.215535459	1	Measurement	3026809	MR Neck	1100
urn:ordercomms:npi-synonym:from-code	ULLVB	US Doppler Veins Legs	0.358311052	1	Measurement	3038373	US.doppler Vein	1097
urn:ordercomms:npi-synonym:from-code	CABDO	CT Abdomen	1	1	Measurement	3032013	CT Abdomen	1089
urn:ordercomms:npi-synonym:from-code	XCALR	XR Calcaneum Rt	0.404316603	1	Measurement	3017884	XR Calcaneus Views	1088
urn:ordercomms:npi-synonym:from-code	CCHES	CT Chest	1	1	Measurement	3027941	CT Chest	1083
urn:ordercomms:npi-synonym:from-code	XTHIL	XR Femur (Thigh) Lt	0.304391656	1	Measurement	3010342	XR Femur Views	1079
urn:ordercomms:npi-synonym:from-code	MPEHB	MRI Pelvis Hips	0.231293885	1	Measurement	3021689	MR Pelvis	1076
urn:ordercomms:npi-synonym:from-code	XCALL	XR Calcaneum Lt	0.404316603	1	Measurement	3017884	XR Calcaneus Views	1043
urn:ordercomms:npi-synonym:from-code	UEXT	US Extremity	1	1	Measurement	3007077	US Extremity	992
urn:ordercomms:npi-synonym:from-code	CCHEC	CT Chest With Contrast	0.44365136	1	Measurement	3013610	CT Chest W contrast IV	971
urn:ordercomms:npi-synonym:from-code	XTOEL	XR Toes Lt	0.422649731	1	Measurement	3035979	XR Toes Views	918
urn:ordercomms:npi-synonym:from-code	IACO1S	Cardiac Angio  Coronary Stent X 1	0.306624755	1	Measurement	21493435	Coronary stent number	900
urn:ordercomms:npi-synonym:from-code	UMAMLN	US Breast Guided Aspiration Lt	0.231293885	1	Measurement	3006495	US Breast - left	895
urn:ordercomms:npi-synonym:from-code	XTOER	XR Toes Rt	0.422649731	1	Measurement	3035979	XR Toes Views	887
urn:ordercomms:npi-synonym:from-code	MPELV	MRI Pelvis	0.314005659	1	Measurement	3021689	MR Pelvis	886
urn:ordercomms:npi-synonym:from-code	MWBOD	MRI Whole body	0.434314575	1	Measurement	3048738	MR Whole body	866
urn:ordercomms:npi-synonym:from-code	UAILF	US Doppler Iliac \T\ Femoral	0.285714286	1	Measurement	3044231	US.doppler Iliac artery	852
urn:ordercomms:npi-synonym:from-code	IASFLP	Angioplasty Superficial Femoral Lt	0.189907413	1	Measurement	21491859	Angioplasty balloon product name	812
urn:ordercomms:npi-synonym:from-code	PGENW	PET FDG Whole Body	0.305191666	1	Measurement	3043261	PT Whole body	807
urn:ordercomms:npi-synonym:from-code	MORBB	MRI Orbit Both	0.193774225	1	Measurement	3047812	MR Orbit	797
urn:ordercomms:npi-synonym:from-code	CPELV	CT Pelvis	1	1	Measurement	3014964	CT Pelvis	795
urn:ordercomms:npi-synonym:from-code	XWRIB	XR Wrists	0.422649731	1	Measurement	3025667	XR Wrist Views	795
urn:ordercomms:npi-synonym:from-code	XANKB	XR Ankles	0.422649731	1	Measurement	3004662	XR Ankle Views	789
urn:ordercomms:npi-synonym:from-code	UNECKN	US Guided Aspiration Neck	0.124404964	1	Measurement	3004062	US Neck	742
urn:ordercomms:npi-synonym:from-code	USKUH	US Skull	0.167949706	1	Measurement	3004479	US Head	740
urn:ordercomms:npi-synonym:from-code	UMAMRN	US Breast Guided Aspiration  Rt	0.219810502	1	Measurement	3022956	US Breast - right	736
urn:ordercomms:npi-synonym:from-code	ULLAB	US Doppler lower limb arteries Both	0.18759616	1	Measurement	3040895	US.doppler Artery	733
urn:ordercomms:npi-synonym:from-code	CTSPN	CT Spine Thoracic	0.387627564	1	Measurement	3018269	CT Thoracic spine	723
urn:ordercomms:npi-synonym:from-code	IPACEI	Cardiac Permanent Pacemaker Inserti	0.54209453	1	Measurement	40761372	Permanent pacemaker insertion	723
urn:ordercomms:npi-synonym:from-code	MMAMBC	MRI Breast with contrast Both	0.307179677	1	Measurement	3050819	MR Breast W contrast IV	700
urn:ordercomms:npi-synonym:from-code	IASFRP	Angioplasty Superficial Femoral Rt	0.189907413	1	Measurement	21491859	Angioplasty balloon product name	697
urn:ordercomms:npi-synonym:from-code	XLSSJ	XR Lumbar Spine and S.I. Joints	0.367544468	1	Measurement	3034396	XR Lumbar spine Views	697
urn:ordercomms:npi-synonym:from-code	USHRR	US Shoulder Rt	0.461184094	1	Measurement	3017774	US Shoulder - right	689
urn:ordercomms:npi-synonym:from-code	XORBB	XR Orbits	0.422649731	1	Measurement	3049563	XR Orbit Views	675
urn:ordercomms:npi-synonym:from-code	UMULT	US Multiple Pregnancy	0.597306367	1	Measurement	3045823	Multiple pregnancy	673
urn:ordercomms:npi-synonym:from-code	FWASW	Water Soluble Contrast Swallow	0.356349696	1	Measurement	3008355	RF Colon Views W water soluble contrast PR	664
urn:ordercomms:npi-synonym:from-code	XFINR	XR Fingers Rt	0.379826327	1	Measurement	3009895	XR Finger Views	664
urn:ordercomms:npi-synonym:from-code	XTHLU	XR Thoraco-Lumbar Spine	0.395529475	1	Measurement	3040484	XR Thoracic and lumbar spine AP	650
urn:ordercomms:npi-synonym:from-code	UTHYDN	US Guided aspiration thyroid	0.16905103	1	Measurement	3001462	US Thyroid gland	646
urn:ordercomms:npi-synonym:from-code	MABDO	MRI Abdomen	0.351114315	1	Measurement	3013540	MR Abdomen	629
urn:ordercomms:npi-synonym:from-code	MHIPR	MRI Hip Rt	0.11359474	1	Measurement	3047762	MR Hip	603
urn:ordercomms:npi-synonym:from-code	XFINL	XR Fingers Lt	0.379826327	1	Measurement	3009895	XR Finger Views	603
urn:ordercomms:npi-synonym:from-code	CALLB	CT Angiogram Lower Limbs	0.214094752	1	Measurement	3047495	CT Lower leg	591
urn:ordercomms:npi-synonym:from-code	UAOTD	US Doppler aorta	0.234358507	1	Measurement	3038373	US.doppler Vein	578
urn:ordercomms:npi-synonym:from-code	USGPA	US Salivary Glands (Parotid)	0.494219461	1	Measurement	40771819	US Salivary gland	570
urn:ordercomms:npi-synonym:from-code	USHRL	US Shoulder Lt	0.483602221	1	Measurement	3013984	US Shoulder - left	567
urn:ordercomms:npi-synonym:from-code	MORBS	MRI Orbits	0.25	1	Measurement	3047812	MR Orbit	542
urn:ordercomms:npi-synonym:from-code	XSKUH	XR Skull	0.452277442	1	Measurement	3018228	XR Skull Views	542
urn:ordercomms:npi-synonym:from-code	XFBOB	XR Orbit foreign body demonstration	0.315346803	1	Measurement	3046944	XR Orbit Views for foreign body	533
urn:ordercomms:npi-synonym:from-code	NDMSA	NM Renal DMSA	0.282259437	1	Measurement	3047081	NM Renal vessels Views	517
urn:ordercomms:npi-synonym:from-code	IACO2S	Cardiac Angio  Coronary Stent X 2	0.306624755	1	Measurement	21493435	Coronary stent number	508
urn:ordercomms:npi-synonym:from-code	IAILLP	Angioplasty Iliac Left	0.240445475	1	Measurement	21491859	Angioplasty balloon product name	502
urn:ordercomms:npi-synonym:from-code	USAG	US Salivary gland	1	1	Measurement	40771819	US Salivary gland	499
urn:ordercomms:npi-synonym:from-code	XSHOB	XR Shoulders	0.490824923	1	Measurement	3007342	XR Shoulder Views	499
urn:ordercomms:npi-synonym:from-code	CNECKC	CT Neck with contrast	0.429912287	1	Measurement	3050247	CT Neck W contrast IV	497
urn:ordercomms:npi-synonym:from-code	FLOLR	Fluoroscopy Lower Limb Rt	0.138108393	1	Measurement	3047495	CT Lower leg	496
urn:ordercomms:npi-synonym:from-code	XNEST	XR Neck Soft Tissue	0.269703257	1	Measurement	3048196	XR Neck Views	488
urn:ordercomms:npi-synonym:from-code	FLOLL	Fluoroscopy Lower Limb Lt	0.138108393	1	Measurement	3047495	CT Lower leg	486
urn:ordercomms:npi-synonym:from-code	CHIPB	CT Hips	0.698488655	1	Measurement	3047946	CT Hip	481
urn:ordercomms:npi-synonym:from-code	MMAMB	MRI Breasts	0.292893219	1	Measurement	3018779	MR Breast	479
urn:ordercomms:npi-synonym:from-code	USKUN	US neo-natal head	0.174277176	1	Measurement	3004479	US Head	470
urn:ordercomms:npi-synonym:from-code	MPLVPC	MRI Pelvis and Prostate with Contra	0.16062794	1	Measurement	3020781	MR Prostate	465
urn:ordercomms:npi-synonym:from-code	MHIPL	MRI Hip Lt	0.11359474	1	Measurement	3047762	MR Hip	460
urn:ordercomms:npi-synonym:from-code	MPESTC	MRI Pelvis Prostate with Contrast	0.292893219	1	Measurement	3047494	MR Prostate W contrast IV	451
urn:ordercomms:npi-synonym:from-code	XSKUB	XR Skull	0.452277442	1	Measurement	3018228	XR Skull Views	443
urn:ordercomms:npi-synonym:from-code	UMAWL	US Breast Wire Localisation Lt	0.231293885	1	Measurement	3006495	US Breast - left	442
urn:ordercomms:npi-synonym:from-code	USHLR	US Shoulder Rt	0.461184094	1	Measurement	3017774	US Shoulder - right	439
urn:ordercomms:npi-synonym:from-code	CNECK	CT Neck	1	1	Measurement	3047709	CT Neck	438
urn:ordercomms:npi-synonym:from-code	UALLL	US Doppler femoropopliteal artery L	0.183503419	1	Measurement	3000229	US Popliteal space	428
urn:ordercomms:npi-synonym:from-code	XSTRM	XR Sternum	0.5	1	Measurement	3007086	XR Sternum Views	424
urn:ordercomms:npi-synonym:from-code	MAICA	MRA Head	0.396977311	1	Measurement	3015648	MRA Head vessels	423
urn:ordercomms:npi-synonym:from-code	UALLR	US Doppler femoropopliteal artery R	0.183503419	1	Measurement	3000229	US Popliteal space	420
urn:ordercomms:npi-synonym:from-code	MSIJB	MRI Pelvis SIJ Both	0.202275965	1	Measurement	3047388	MRA Pelvis veins	419
urn:ordercomms:npi-synonym:from-code	MFOOL	MRI Foot Left	0.225403331	1	Measurement	3009464	MR Foot - left	405
urn:ordercomms:npi-synonym:from-code	MANKR	MRI Ankle Right	0.280805048	1	Measurement	3018299	MR Ankle - right	403
urn:ordercomms:npi-synonym:from-code	UMAWR	US Breast Wire Localisation Rt	0.225403331	1	Measurement	3022956	US Breast - right	402
urn:ordercomms:npi-synonym:from-code	USULL	US Upper Limb Lt	0.292893219	1	Measurement	3009993	US Upper extremity	402
urn:ordercomms:npi-synonym:from-code	XHWBA	XR Hand \T\ Wrist (Bone Age)	0.194612734	1	Measurement	42527983	XR Bone age	402
urn:ordercomms:npi-synonym:from-code	MPELVC	MRI Pelvis with contrast	0.316869949	1	Measurement	3048185	MR Pelvis W contrast IV	396
urn:ordercomms:npi-synonym:from-code	MFOOR	MRI Foot Right	0.254644008	1	Measurement	3023110	MR Foot - right	394
urn:ordercomms:npi-synonym:from-code	ULVIB	US Doppler Veins Legs-Insufficiency	0.236237384	1	Measurement	3038373	US.doppler Vein	391
urn:ordercomms:npi-synonym:from-code	MANKL	MRI Ankle  Left	0.244071054	1	Measurement	3006230	MR Ankle - left	390
urn:ordercomms:npi-synonym:from-code	UEXTR	US Extremity	1	1	Measurement	3007077	US Extremity	385
urn:ordercomms:npi-synonym:from-code	USULR	US Upper Limb Rt	0.292893219	1	Measurement	3009993	US Upper extremity	378
urn:ordercomms:npi-synonym:from-code	USGSM	US Salivary Glands (Submandibular)	0.410984911	1	Measurement	40771819	US Salivary gland	375
urn:ordercomms:npi-synonym:from-code	ULIVEB	US Guided Biopsy Liver	0.176245529	1	Measurement	3001979	US Liver	369
urn:ordercomms:npi-synonym:from-code	MMAMC	MRI Breasts With Gadolinium	0.142507074	1	Measurement	3018779	MR Breast	359
urn:ordercomms:npi-synonym:from-code	MLIVEC	MRI Liver with contrast	0.301163758	1	Measurement	3047604	MR Liver W contrast IV	357
urn:ordercomms:npi-synonym:from-code	USHLL	US Shoulder Lt	0.483602221	1	Measurement	3013984	US Shoulder - left	353
urn:ordercomms:npi-synonym:from-code	UHIPR	US Hip Rt	0.345346329	1	Measurement	3005575	US Hip - right	352
urn:ordercomms:npi-synonym:from-code	MABDC	MRI Abdomen With Gadolinium	0.171921329	1	Measurement	3013540	MR Abdomen	350
urn:ordercomms:npi-synonym:from-code	MWBO	MRI Whole Body	0.434314575	1	Measurement	3048738	MR Whole body	347
urn:ordercomms:npi-synonym:from-code	MWBOR	MRI Whole Body Raw Data	0.292893219	1	Measurement	3048738	MR Whole body	342
urn:ordercomms:npi-synonym:from-code	MLIVH	MRI liver with hepatobiliary contra	0.187363945	1	Measurement	3019892	MR Liver WO contrast	334
urn:ordercomms:npi-synonym:from-code	MSHRR	MRI Shoulder Rt	0.3229968	1	Measurement	3015824	MR Shoulder	333
urn:ordercomms:npi-synonym:from-code	UPORT	US Doppler Liver/Portal System	0.133974596	1	Measurement	3001979	US Liver	332
urn:ordercomms:npi-synonym:from-code	IGPEGI	Gastrostomy Insertion	0.329179607	1	Measurement	3020557	Gastrostomy tube site	330
urn:ordercomms:npi-synonym:from-code	ULVIL	US Doppler Veins Leg- Insufficiency	0.236237384	1	Measurement	3038373	US.doppler Vein	322
urn:ordercomms:npi-synonym:from-code	NCTGAO	NM Card Gated Adeno Stress MIBI/TF	0.103145594	1	Measurement	3042147	NM Heart Gated	318
urn:ordercomms:npi-synonym:from-code	XSACM	XR Sacrum	0.477767032	1	Measurement	3027575	XR Sacrum Views	317
urn:ordercomms:npi-synonym:from-code	XTHUB	XR Thumbs Both	0.32063378	1	Measurement	3034511	XR Thumb Views	315
urn:ordercomms:npi-synonym:from-code	CNECC	CT Neck With Contrast	0.429912287	1	Measurement	3050247	CT Neck W contrast IV	304
urn:ordercomms:npi-synonym:from-code	CANKR	CT Ankle Right	0.5	1	Measurement	3049640	CT Ankle - right	296
